ZIP Code,"Land Value
(1/4 Acre Lot, Standardized)","Land Value
(Per Acre, As-Is)",Land Share of Property Value,Lot Size,Interior Square Feet,Property Value (Standardized),Property Value (As-is)
3237,54000,82800,0.292,27160,1150,266000,176700
3242,53200,61200,0.272,42740,1700,214400,220700
3244,32600,53600,0.27,29190,980,182800,133300
3245,199500,209700,0.788,46450,1100,375100,283800
3246,76500,186500,0.386,17440,1310,259300,193600
3249,128100,136300,0.435,38110,1380,363400,274200
3251,111800,307800,0.345,15890,1680,317000,325300
3253,221500,282300,0.595,32220,1280,491500,350800
3254,182200,240300,0.524,34150,1290,457100,359800
3255,116400,183700,0.456,28970,950,385100,268200
3256,64900,47600,0.278,54300,1650,270200,213700
3257,101400,116700,0.378,42650,1220,367400,302500
3258,45800,39900,0.3,57960,1180,205400,176900
3261,74000,93700,0.418,35160,1020,263700,180800
3262,65200,93200,0.411,33220,1090,229900,172800
3263,34200,45400,0.29,35980,1080,174600,129500
3264,35900,53200,0.251,32110,1140,209000,156400
3266,31800,32700,0.281,48330,1080,176200,129000
3269,112700,119700,0.454,38490,1240,337600,232800
3275,49000,87500,0.324,25780,1030,223600,160000
3276,54500,73000,0.322,36420,1150,228800,165500
3278,53000,64100,0.333,39870,1210,227600,176400
3280,68300,91600,0.4,34630,950,238800,182100
3281,54700,57700,0.352,48280,1100,225800,181500
3285,35100,34300,0.242,51330,1180,206600,167200
3290,111400,121400,0.453,41010,1220,332800,252600
3301,64100,147400,0.355,19500,1140,248200,186100
3303,48200,80400,0.328,27950,1000,219800,157200
3304,66100,61400,0.268,54480,1960,251800,286400
3307,48700,45800,0.315,53230,1100,222600,177400
3431,54500,99000,0.32,24000,1330,212600,170600
3440,38400,54700,0.318,34360,950,191300,135600
3442,29000,33100,0.259,44770,1010,169300,131300
3446,43300,44000,0.323,42980,940,200700,134400
3447,38800,45800,0.296,37030,940,203400,131300
3449,63700,71300,0.354,45880,1310,237700,212400
3451,32600,40000,0.349,35520,800,165100,93500
3452,43800,57500,0.328,33310,950,202400,134000
3455,40100,37700,0.24,46420,1620,181300,167500
3458,43300,56300,0.226,38300,1820,207000,219500
3461,73900,78100,0.439,41320,960,243400,168800
3462,157800,166900,0.408,41290,1980,335800,387800
3464,77600,75100,0.338,45170,1420,255200,230300
3465,33500,49100,0.352,29770,900,156900,95300
3466,78800,67500,0.349,51070,1550,228300,226900
3470,35000,45100,0.331,33940,900,171900,106200
3561,27600,52600,0.239,24200,1030,180400,122400
3570,11100,41400,0.156,11480,940,103100,70100
3574,23600,29400,0.216,39340,1020,178500,122800
3576,21900,33300,0.256,32190,970,116900,95900
3580,86000,96200,0.471,42680,1210,257200,200000
3581,18600,36100,0.188,24400,960,139700,107800
3582,18600,35000,0.264,25010,860,105700,75900
3584,19400,33000,0.191,28340,1100,132300,112500
3585,22100,28400,0.212,37480,1100,166800,115500
3588,29400,37700,0.299,38440,910,143500,111300
3592,45000,58700,0.342,38470,840,183700,151600
3598,31700,45500,0.285,34490,960,145100,126500
3603,34600,47600,0.331,33760,930,168800,111600
3608,67300,69000,0.405,42640,1150,223600,166700
3741,52400,59800,0.353,42500,1030,233000,165500
3743,24900,51100,0.258,21880,980,147000,99400
3748,100500,139500,0.518,34060,1010,301200,210600
3753,55200,61800,0.28,42430,1230,256900,215400
3755,233500,379000,0.567,28980,1370,518100,444900
3766,64200,130000,0.343,22520,1130,264700,195800
3768,104800,97600,0.348,53910,1830,322000,347200
3773,41200,60400,0.356,31420,1030,170300,122400
3782,222500,299300,0.692,34100,1110,430400,338400
3784,71500,156400,0.342,20870,1200,281400,219200
3785,20800,41300,0.181,23510,1350,153800,123500
3801,202600,450500,0.457,19660,1740,462400,445100
3809,110400,99900,0.389,44070,1410,335700,259600
3810,200200,292400,0.583,28270,1230,467300,325400
3811,131100,132700,0.469,44570,1490,343300,289400
3812,62600,101000,0.282,27510,1580,257700,226000
3813,59200,62000,0.337,43380,1260,238800,183000
3814,88600,131100,0.42,30220,1250,290700,216800
3816,97600,99200,0.435,44720,1300,307700,234200
3818,47700,69100,0.291,31020,1220,225200,169200
3819,79900,62900,0.378,57830,1290,280400,220800
3820,86400,171700,0.41,22800,1170,274200,219000
3823,86000,77000,0.393,54610,1380,267300,245400
3824,104900,132300,0.445,37510,1330,293600,256300
3825,67000,56000,0.273,58660,1820,240300,276700
3826,100300,87700,0.412,51940,1450,305200,253900
3827,110800,98500,0.468,50920,1300,316000,245800
3830,86300,125800,0.375,30810,1190,329100,237200
3833,116500,172200,0.418,30060,1440,340800,284500
3835,33400,49700,0.259,31010,1020,185100,136600
3836,106800,161000,0.453,29420,1200,326600,240300
3837,86000,108500,0.362,32730,1210,337200,225100
3838,92200,89100,0.328,46960,1780,300800,292700
3839,44800,73300,0.306,28150,1000,208200,155000
3840,160900,162700,0.524,44650,1380,390100,318300
3841,103400,105200,0.408,44260,1470,316100,261800
3842,175500,472400,0.584,16160,1180,410900,299900
3844,147100,128700,0.36,51860,2360,371100,425700
3845,52900,73200,0.246,32250,1500,260100,220400
3846,112700,131700,0.426,38670,1410,330400,274600
3848,89900,97400,0.415,41420,1240,293500,223200
3849,42700,59400,0.23,32380,1220,254500,191400
3851,52000,66800,0.334,35890,980,227800,164800
3853,208000,236600,0.476,39790,1420,547800,453600
3854,539500,1437300,0.657,16440,1720,872900,826100
3855,125100,189100,0.565,30340,880,339200,233000
3856,120200,131800,0.432,40930,1450,331900,286500
3857,86100,126400,0.393,30350,1150,303100,223900
3858,88000,82900,0.398,47930,1360,284400,228900
3860,62100,91100,0.311,30580,1320,263800,205600
3861,78500,70800,0.373,54270,1360,255800,236400
3862,214000,253400,0.495,37660,1970,439400,442900
3864,56300,60300,0.334,42180,1220,240000,174800
3865,88500,116300,0.316,34090,1870,294000,288000
3867,42900,87600,0.311,22020,1000,198700,142600
3868,44300,82600,0.309,24480,980,199200,150100
3869,64300,95100,0.341,31460,1190,240500,201400
3870,364900,527200,0.711,30700,1410,644100,522900
3872,94600,123300,0.402,34400,1240,328800,242400
3873,81400,80700,0.405,45550,1180,281800,208100
3874,185700,449300,0.602,17930,1170,403900,306900
3875,52300,49600,0.227,48080,1300,322100,241200
3878,45500,97000,0.24,21140,1560,210100,196200
3882,76100,95200,0.452,35780,1140,247800,173000
3884,71900,71900,0.393,47990,1070,254600,201400
3885,144900,143400,0.438,45740,1680,370500,343500
3886,31100,38300,0.224,36640,1170,195100,143500
3887,53600,86700,0.389,29130,960,205900,145500
3890,40200,39400,0.253,46570,1350,209900,166400
3894,149500,181300,0.49,37200,1450,379800,315800
3901,60600,66800,0.315,35510,1150,257300,172800
3902,237900,249900,0.535,37320,1420,507400,400400
3903,121500,133500,0.441,35750,1170,363400,248500
3904,112300,204000,0.404,22930,1170,375800,265900
3905,183300,194100,0.466,36940,1300,482100,353300
3906,57000,57000,0.297,39030,1120,269000,172200
3907,310800,676700,0.61,19620,1310,637600,499500
3908,75200,90500,0.338,33020,1270,287200,202900
3909,188100,325800,0.522,24180,1320,456400,346700
4001,104500,129300,0.413,32510,1100,361100,233900
4002,70500,63100,0.353,43030,1120,275700,176500
4003,252900,457600,0.584,23930,1480,516500,430300
4005,101000,211300,0.447,20130,1250,303300,218500
4008,24900,26800,0.179,50580,1370,179300,173700
4009,61000,69500,0.304,37850,1320,260600,198500
4010,42300,41900,0.242,47500,1450,190100,189000
4011,59700,102200,0.263,25320,1460,276700,225500
4015,76800,100000,0.331,33280,1280,306400,231000
4017,198400,296700,0.489,28980,1660,463500,403900
4021,99800,110700,0.342,38870,1570,339300,288600
4022,128600,127900,0.509,47260,1370,293300,272500
4027,46900,30000,0.205,59570,1510,257800,200200
4029,74500,76500,0.315,42110,1400,300600,234700
4030,70400,60700,0.275,46030,1420,304700,233400
4032,126300,137600,0.405,39570,1510,365800,309100
4037,49200,64200,0.276,35730,1480,194200,190800
4038,72900,78600,0.306,39980,1500,283600,235700
4039,67400,61000,0.297,47610,1240,310000,224300
4040,75900,67400,0.288,48440,1570,311900,260700
4041,33800,32800,0.238,48570,1440,162300,153100
4042,58400,42200,0.248,51740,1470,257500,202000
4043,142000,189000,0.448,30350,1310,388000,294000
4046,250300,273800,0.519,36970,1390,557100,447700
4047,40400,30800,0.217,49650,1600,206400,161600
4048,43400,32900,0.239,50210,1080,257400,158700
4049,49400,36800,0.22,50540,1510,251700,193700
4050,174400,245000,0.465,30820,1720,411400,372900
4055,83400,85800,0.319,41940,1480,316400,258600
4061,30300,39100,0.161,30610,1360,225500,170500
4062,73900,81500,0.307,39120,1380,300800,238200
4064,78000,261900,0.385,13340,1080,295100,208200
4068,30000,42500,0.204,32270,1530,159300,154800
4071,105400,137100,0.365,33240,1340,372600,286300
4072,90400,163800,0.389,23110,1210,307900,223400
4073,36800,71700,0.254,21360,1070,213800,138200
4074,131000,181800,0.429,31190,1550,354600,303300
4076,90000,110400,0.342,33230,1190,363000,246100
4079,161000,200300,0.468,34750,1400,429400,341600
4083,34500,61800,0.245,23150,1100,206100,133900
4084,93000,109700,0.369,36680,1320,331300,250600
4085,55000,48700,0.276,48570,1330,267900,196900
4086,41500,64300,0.222,31940,1380,226800,212600
4087,50000,39000,0.213,49010,1420,267100,205700
4088,40600,38300,0.241,50010,1420,185600,182400
4090,161600,294500,0.496,23990,1180,447600,326900
4092,63700,160800,0.292,17210,1380,275100,217800
4093,61100,50200,0.25,45910,1470,279600,211800
4095,84900,99100,0.401,34640,1160,291000,196600
4096,154000,225300,0.434,29540,1620,401300,352200
4097,79800,67400,0.304,50850,1570,308300,259300
4101,139400,1131900,0.37,5410,1740,404000,380300
4102,101100,459300,0.342,9630,1540,344700,297100
4103,84400,350500,0.321,10510,1460,319700,263500
4105,179500,213800,0.447,36280,1790,427600,398000
4106,86400,374900,0.332,10060,1380,325700,260600
4107,189900,362200,0.391,22730,2040,463900,482700
4108,153300,501400,0.439,13330,1370,450500,349900
4109,232300,473500,0.513,21360,1680,489000,452900
4110,241400,249600,0.492,41640,1960,487500,485300
4210,25900,58300,0.19,20980,1430,161700,147300
4217,53900,58200,0.234,43470,1780,209400,248500
4219,79700,79400,0.379,47400,1530,217400,227800
4220,75900,71100,0.389,50540,1420,228400,212100
4222,36000,33700,0.221,63290,1460,195500,222000
4236,25100,28700,0.196,47340,1360,162600,159200
4239,18300,26200,0.156,32160,1400,142200,123700
4240,23200,66200,0.171,15750,1400,158800,140200
4250,25700,42900,0.195,30110,1310,164500,151700
4252,25300,57000,0.188,21060,1300,170100,147000
4253,19900,21300,0.172,51140,1400,151400,145300
4254,13600,29300,0.144,21820,1390,117300,101800
4255,55600,73800,0.28,35130,1530,206200,212600
4256,21400,29000,0.203,39610,1340,135400,129900
4258,24600,22400,0.197,65570,1470,157700,171300
4259,81900,90900,0.529,39670,900,203000,156600
4260,46600,34800,0.226,57430,1370,262600,202800
4261,82100,77100,0.228,50310,2000,291000,391300
4263,18200,17200,0.159,60720,1440,154200,151300
4268,46300,63800,0.242,33570,1640,194800,203000
4270,52400,50700,0.287,48840,1410,201800,198000
4274,44800,53200,0.261,45080,1320,210600,210700
4276,18700,36400,0.196,23240,1520,109500,99100
4280,25600,33800,0.204,40340,1330,156600,153700
4281,30600,36900,0.222,38570,1480,156600,147600
4282,23600,23500,0.179,58340,1510,163800,176000
4294,28600,39000,0.242,33640,1410,141000,124200
4330,30400,56500,0.273,23530,970,151400,111800
4344,29400,41000,0.195,31480,1430,158200,152300
4345,29400,46800,0.248,27590,1100,145800,119500
4348,66000,61300,0.333,46080,1390,226400,195100
4349,77600,104300,0.389,32740,1260,217100,201400
4350,58600,55100,0.307,46870,1370,191300,193500
4351,55300,51500,0.294,47390,1440,190400,190700
4354,71700,68900,0.297,39470,1550,269200,210300
4355,54100,43400,0.381,55120,910,180700,144100
4357,21600,31100,0.163,34510,1370,164400,151200
4358,49100,43400,0.294,49970,1480,164000,169200
4364,69700,87100,0.447,35250,960,204300,157700
4401,22600,53400,0.15,19940,1620,163600,163300
4411,19300,27400,0.155,40110,1550,141900,163100
4412,23200,59000,0.157,18560,1570,166500,159800
4414,27600,41400,0.27,36170,1220,90300,127300
4416,26300,32500,0.195,34790,1320,163500,133300
4419,15800,15300,0.154,67480,1450,139200,153900
4426,17700,30200,0.187,30310,1570,90300,112600
4427,11000,13000,0.116,52140,1480,120100,135100
4428,25600,34600,0.192,40810,1420,174000,169400
4429,57000,63700,0.258,47120,1630,221500,232000
4441,68400,104900,0.393,35210,1600,135700,215900
4443,17700,23200,0.248,42570,1540,67700,91400
4444,26800,39000,0.181,37420,1630,168500,185500
4448,12400,24500,0.165,26470,1320,99700,89900
4449,32300,44900,0.249,36780,1240,175400,152400
4450,14400,16800,0.137,53640,1440,137700,150700
4456,15600,17000,0.131,58250,1640,141100,173300
4457,19800,34700,0.196,30690,1400,131600,125000
4461,17500,30200,0.161,30790,1380,138700,132600
4462,10800,30800,0.116,16150,1480,114100,98600
4463,13300,23100,0.173,30050,1460,75500,92000
4468,21300,49500,0.176,20670,1530,143900,133300
4472,42400,42300,0.236,42940,1370,202600,176800
4473,28700,52300,0.177,28110,1890,171100,190400
4474,24400,32400,0.188,42920,1580,155300,170200
4476,78500,57800,0.344,57990,1480,237900,223300
4488,24700,29200,0.218,51050,1470,152800,156800
4493,31000,45100,0.209,35450,1580,173300,175800
4496,28900,22500,0.139,46370,1650,208000,172000
4530,40700,100600,0.228,18570,1440,214500,187900
4537,142300,128500,0.505,47390,1490,304000,276700
4538,150100,262100,0.551,24750,1500,303200,270500
4543,97100,98000,0.384,42500,1700,275300,248700
4544,239300,363200,0.661,28460,1530,397500,359000
4548,178800,303600,0.513,28850,1750,351800,391600
4553,70600,66300,0.324,45690,1580,233900,214500
4554,144700,173600,0.453,35750,1790,308900,314500
4555,108900,87000,0.454,53450,1640,248100,235100
4562,111600,144500,0.435,38600,1390,314900,294700
4576,170300,151100,0.398,48230,1870,413100,420200
4578,60200,57700,0.312,44680,1520,211100,189600
4579,44600,40100,0.224,62930,1790,211100,258100
4605,53800,59600,0.266,38730,1340,226200,199200
4607,73600,66800,0.342,47100,1240,248000,210800
4609,165200,256000,0.45,27970,1470,400400,365300
4612,101500,112600,0.394,38780,1340,312300,254700
4614,70400,62000,0.247,48470,1770,255500,280000
4619,12300,26500,0.135,23860,1810,99100,107800
4627,60200,50700,0.253,50780,1610,250600,233300
4631,22000,57700,0.201,18370,1660,124400,121300
4634,45900,40700,0.272,48230,1310,207000,165800
4640,73300,56600,0.292,55380,1650,239700,246200
4649,33200,53000,0.267,33740,1470,144700,153700
4652,23300,47100,0.215,25670,1560,131300,128900
4653,74000,82100,0.273,38730,1550,308300,267100
4654,21700,32800,0.225,39310,1570,122800,131500
4658,20100,25200,0.207,51460,1700,106000,143900
4660,210300,268200,0.481,33780,1420,491500,432500
4662,239500,588300,0.271,17700,2190,658100,882600
4664,52100,51400,0.243,43370,1590,206400,210300
4676,55000,51800,0.213,45390,1710,223300,254100
4679,127100,157800,0.42,34710,1360,349800,299100
4680,43400,58200,0.389,47470,1320,143100,163300
4681,113600,172400,0.336,28520,1660,348300,336400
4684,68000,59800,0.27,48770,1520,260400,248100
4693,146400,169600,0.351,36960,2380,312300,410100
4694,21200,38000,0.244,30930,1390,107800,110700
4730,18800,44000,0.214,19800,1550,107100,93500
4736,15800,26600,0.14,29250,1560,128100,127800
4742,14700,28000,0.165,25040,1570,106000,97600
4743,14300,19400,0.142,37900,1550,121700,118700
4757,20700,22300,0.148,50580,1580,148300,174600
4758,14000,30400,0.14,21940,1700,109000,109700
4769,20200,41700,0.178,22680,1350,142200,121900
4841,33900,89100,0.239,16350,1270,191100,139800
4843,88000,141800,0.316,25940,1440,323300,267400
4847,34800,26200,0.156,51820,1620,222200,199400
4849,93500,84900,0.301,42370,1670,309500,274400
4854,62100,58600,0.262,42150,1350,279200,216400
4856,81800,80900,0.317,40860,1440,289800,239600
4858,53400,51800,0.264,41350,1280,244800,186300
4864,33200,27000,0.211,47980,1220,200100,140800
4901,20900,52800,0.206,17250,1000,141000,101400
4910,19600,17200,0.154,50180,1390,128600,128700
4915,62400,76800,0.236,32370,1850,254700,242200
4917,76600,67800,0.414,49950,1070,213500,187900
4921,24600,15900,0.138,54610,1440,199700,144600
4924,21800,21400,0.189,57510,1540,121500,149500
4927,18000,18000,0.136,44100,1390,134800,134400
4928,11700,16200,0.156,41420,1400,101300,98400
4930,20500,33200,0.209,33050,1400,124300,118200
4937,21300,37000,0.187,28560,1330,126600,129400
4938,30400,42400,0.2,32820,1700,157500,159700
4943,36900,63000,0.284,30470,1380,143000,155000
4945,31900,43800,0.267,36640,1060,146400,138000
4947,57700,77400,0.209,34320,1790,251300,291900
4950,27000,52400,0.281,25350,1330,108600,108600
4953,21400,38100,0.178,29910,1530,144900,147200
4957,26400,34600,0.235,39440,1350,132100,133200
4958,66500,85200,0.457,40510,1390,169000,173200
4963,45500,56200,0.339,35640,970,169200,135800
4965,23700,25700,0.223,50270,1430,116700,133100
4967,18600,36300,0.184,24860,1420,110900,112700
4969,17700,19100,0.18,56420,1390,126700,137700
4970,94700,94800,0.353,46880,1440,290700,288800
4971,37000,45200,0.275,43330,1350,135200,163600
4974,34300,30000,0.166,42650,1880,195100,177100
4976,22400,41300,0.207,26350,1370,119400,120700
4981,66200,45100,0.261,51300,1940,217900,203800
4982,39600,52800,0.261,34470,1480,165400,159900
4989,36500,31700,0.223,50850,1450,160500,166400
5001,50500,88900,0.282,26030,1160,240000,188200
5037,55400,56300,0.28,48900,1630,234200,225900
5055,120300,139200,0.398,41700,1410,355000,335100
5056,43200,47400,0.245,44620,1170,267500,198200
5059,50100,54400,0.184,45010,2040,241900,304800
5060,32800,37200,0.186,38150,1600,183800,175100
5089,51200,70000,0.348,34380,1420,184800,158700
5091,93700,119800,0.293,37270,1710,350000,350300
5143,33600,39900,0.263,40550,1180,195900,141000
5148,38500,39500,0.199,47330,1600,244400,215200
5149,121000,176200,0.394,32710,1390,364600,336100
5156,29000,44500,0.241,30740,1460,162000,130300
5201,29700,62700,0.194,22720,1630,184200,168200
5250,26100,34100,0.164,42050,1630,202500,201400
5255,50000,68500,0.225,39390,1750,265700,275200
5301,40000,82700,0.188,21780,1720,242500,219700
5340,64200,78400,0.257,46240,1930,282700,324400
